id,Target
345622,1
91628,1
87449,1
117840,1
65644,1
362946,0
242682,1
174358,0
218066,0
224953,1
364470,1
329281,0
270979,0
167167,1
334322,0
257030,0
395855,1
341948,0
131493,1
12597,0
252532,0
159426,0
191271,0
254110,0
230540,1
479009,1
308762,0
314044,1
179897,1
376058,0
283763,0
41269,0
131279,0
456918,0
342548,1
113646,1
52722,0
316174,1
205017,1
341720,1
97477,1
94301,0
233866,1
203649,1
197300,1
16898,1
381765,1
96103,0
63501,0
241253,1
157232,0
444119,1
349697,1
300916,0
198771,1
339620,1
215555,0
264943,0
253258,0
358415,0
25444,1
32702,0
340436,0
152218,1
239651,1
165859,0
215800,1
314773,0
245988,1
112215,1
302596,1
255287,1
187596,0
345642,1
328688,1
86306,0
22960,1
410943,0
93181,0
279222,1
303453,1
279242,1
62928,1
290294,1
174095,0
392159,1
194025,0
174279,0
121859,0
346671,0
93504,1
410762,1
160157,1
404361,1
108593,1
410953,1
15113,1
322502,1
235745,0
296989,1
324374,1
277559,1
251152,0
233910,0
131200,0
126507,1
39990,0
311421,0
168426,1
151885,0
32922,1
124146,0
317433,1
170404,1
429716,1
218846,0
342479,1
21007,1
234268,0
224826,1
154483,1
314575,1
229502,0
204101,0
196366,0
399137,0
75602,1
195366,1
96926,0
352808,0
489038,0
237490,1
134480,0
256635,0
500670,1
320864,0
125239,0
376655,1
288225,1
167573,1
382782,1
66900,1
103303,0
351767,0
42270,1
373219,0
166978,1
61743,1
341991,1
368775,1
189359,0
39663,1
418682,0
189537,0
461188,0
447814,0
42771,0
145465,1
228824,1
179298,0
334268,0
168754,1
3861,0
143994,1
182419,1
34044,0
138783,1
297103,1
157521,0
507122,1
326328,1
48637,0
149185,0
303552,1
383590,1
358408,0
22230,1
45803,1
287021,1
389050,0
231595,0
241207,0
155713,1
374583,0
233828,0
122130,1
348986,0
349986,1
499213,1
143559,0
219566,0
249143,1
344808,0
498702,1
229138,1
417194,0
442817,0
154798,1
209964,0
40060,0
164356,1
162108,0
180096,0
246237,1
292953,1
177949,1
460763,0
246801,0
4325,1
414071,1
231939,1
64396,0
119768,1
347298,0
305764,0
293769,0
183460,1
9461,1
332536,1
282962,1
269440,0
59448,0
364910,1
297112,0
122842,1
366445,1
325491,0
239623,1
10358,1
367292,0
213666,0
27737,1
323302,1
133780,1
59792,1
166983,1
1032,0
204108,0
460260,1
475697,1
272778,0
78650,1
420100,1
452414,1
429741,1
98147,1
234107,0
172408,0
277358,0
489940,0
40497,1
230656,1
203108,0
25498,1
226233,0
341456,1
156641,0
430230,1
290188,0
269759,0
239877,1
62609,1
132634,0
223755,0
441472,1
191186,0
459891,1
125923,0
79467,1
225056,1
497367,1
221724,1
70448,1
38217,1
207115,0
377766,0
337419,0
33431,1
277368,0
244543,1
226596,0
16593,0
88284,0
228867,0
44722,0
140187,0
249307,1
42752,1
240930,0
114859,0
142235,1
57080,1
245832,0
350543,1
54393,1
290042,1
322469,0
427153,1
62072,1
317330,1
105382,0
290664,1
185653,0
19295,0
313374,0
318939,0
349740,0
59031,0
467668,1
140405,1
389912,1
414430,1
29709,1
157744,0
137021,1
273153,1
114153,0
150836,1
171382,0
14787,0
124446,1
210256,1
271435,0
238662,0
253847,0
152283,0
78651,0
780,1
30192,0
29987,1
177443,0
321913,1
506890,1
5707,1
37904,0
86729,0
325011,0
336281,1
22357,1
397288,1
69465,0
152560,0
317044,0
282692,1
187047,1
197503,0
439965,0
356490,0
202787,0
225750,0
33755,1
252697,0
243743,1
2423,0
352100,0
31790,1
279042,1
194824,1
505573,1
288723,1
171211,0
407010,1
252674,0
71878,0
91750,1
325743,0
110686,1
460644,1
317576,1
107475,0
477812,0
345134,0
461556,0
13738,0
184232,1
74731,1
280557,1
315144,1
14321,0
412440,1
293677,1
248379,1
506351,1
255567,0
223047,1
240695,1
187372,1
155666,0
250315,1
291302,1
465165,1
203798,0
91329,0
375846,1
507755,0
436266,1
288481,0
128878,1
257495,1
288312,0
52820,1
11914,0
58179,1
196299,0
475157,0
36865,0
186181,0
154830,1
466777,0
29811,1
72087,1
376327,0
24291,1
57521,1
134411,1
203896,1
383052,1
149161,0
303169,1
311079,0
59051,0
235550,0
480979,0
121750,0
286777,0
32553,1
310534,0
330470,0
28525,0
80988,0
293312,1
239832,1
117009,1
209021,0
135374,0
276060,0
415518,0
202651,1
71846,1
336713,1
14941,1
194186,0
216663,0
218891,1
353055,0
345662,0
105184,0
173801,1
287944,1
37306,1
162763,0
310086,0
211881,0
340520,0
107633,0
473455,1
47199,1
303737,1
322229,1
257473,1
393694,0
241482,0
163369,1
167710,0
352992,0
211916,0
73563,1
337104,1
443376,0
334564,1
16159,0
208417,1
127773,0
214094,1
219891,0
152186,0
498555,1
162232,1
153506,1
319729,1
57110,0
362361,0
210898,0
370613,0
389857,1
113886,1
301231,0
91522,1
92170,0
38890,1
459670,1
365798,1
178828,1
458585,1
332935,0
109501,0
124025,1
490843,1
400287,1
177823,1
172778,1
472365,1
396512,1
185317,1
373589,0
412681,0
969,0
211042,0
417744,0
314455,0
418911,0
128710,0
202677,0
300996,0
1804,1
234258,1
231981,0
275684,1
432875,0
165301,1
280878,1
326740,0
284370,0
176805,1
21127,1
445876,1
135010,1
194138,1
343280,1
80679,1
456404,0
2289,1
128758,1
101179,0
386799,1
355282,0
42975,1
357842,0
8416,1
52931,0
68092,1
256810,1
502294,0
492879,1
37678,0
10800,1
87877,0
308028,1
57776,1
229930,0
3965,0
176944,0
195079,0
66279,0
426338,1
230324,0
325677,1
457714,1
341172,0
378051,1
179744,1
299348,1
357603,1
429210,1
97396,0
87470,0
203092,1
406369,1
174200,1
464399,0
501067,1
310736,1
139443,0
121283,1
331149,1
29018,1
346340,1
99112,1
460852,0
138314,1
337554,0
302897,0
101440,0
73484,0
6025,1
370787,1
448874,1
285327,0
345084,0
258123,1
370569,0
275984,0
190381,1
263008,0
311778,1
444641,1
290182,1
166755,0
342864,0
330354,0
359061,0
308577,0
22477,1
1758,0
117848,1
505449,0
287136,1
358950,1
99340,0
495481,1
91343,0
368366,0
280611,0
81985,0
118344,0
499715,0
175099,0
392485,1
206104,1
243700,0
490436,0
426182,0
381387,1
226920,0
246208,0
250457,0
145808,0
195786,1
262885,0
84543,1
391420,1
505383,1
503285,0
162068,0
94664,0
105360,1
98742,0
40021,1
188668,1
244323,1
446364,1
9233,1
262255,1
261926,0
252992,0
207449,1
461584,1
362854,0
258986,1
38943,1
325294,1
160443,1
275422,0
449491,0
362756,0
125660,1
325740,1
342191,1
322785,1
235374,0
177509,0
262588,0
115914,1
269037,1
49733,1
258035,1
341945,0
470677,0
379399,0
239515,0
250695,1
302237,0
89864,0
101828,1
166032,1
412564,0
51251,1
189747,1
216393,1
398933,1
256348,1
363538,0
71346,1
85376,0
492,1
207674,1
79746,0
374565,0
61179,1
51777,0
211534,1
362730,1
260201,1
496579,1
257332,1
461999,0
327078,1
255344,0
134038,0
207210,0
27731,1
45747,0
11440,1
185016,1
2038,1
380926,0
12086,0
191806,1
273225,0
185504,1
76697,0
289926,0
86013,1
441808,0
188804,0
233474,0
413056,0
458382,0
283580,0
23733,1
25514,1
140401,1
26210,1
2932,1
147076,0
36700,1
140146,0
244880,0
250024,0
375078,0
470809,1
138925,1
275761,0
178653,0
49969,1
442624,1
185600,0
502687,0
344758,0
89788,1
328399,0
308022,0
198869,0
441358,1
178753,0
124073,0
121253,1
234753,1
472596,0
38310,1
175239,0
104372,1
244681,0
8951,1
36864,1
198968,1
351041,1
338620,0
143243,1
120280,0
44151,0
260054,1
227323,1
169723,1
156417,1
295819,1
116135,0
304482,1
214900,1
451002,0
299793,1
324848,1
175089,1
241151,0
240899,0
107636,1
467872,0
330924,1
395736,1
129819,1
348705,1
84950,0
233432,1
369581,1
117060,0
268215,0
281160,0
309665,1
159807,1
27483,0
223891,0
382354,1
497237,0
505886,1
354823,1
116639,0
263409,0
160771,0
425700,0
367705,1
278201,1
403718,1
85430,0
183423,0
85920,1
33396,1
372442,0
322864,0
252743,1
374164,1
82032,1
99884,0
10534,0
246719,1
412846,0
10771,1
294423,0
181113,1
355848,0
344533,0
141059,1
16885,0
128920,1
151054,0
223711,0
329389,0
468971,0
224230,1
442406,0
306047,1
397039,1
52737,0
200152,1
462597,0
115526,1
435581,1
303099,0
155944,0
504056,1
229472,1
81843,1
75096,0
294827,0
189518,1
255227,0
109909,0
161693,1
196533,1
144329,1
372783,1
470618,1
440831,1
174414,0
433747,0
419193,0
150669,0
116916,1
190918,0
202121,1
450000,0
324556,0
291082,1
168494,0
64853,1
246671,1
239486,1
208938,1
288773,1
98707,0
83107,1
317673,1
499684,0
116143,0
65959,0
8382,0
461150,1
276145,1
330768,1
70412,1
187204,1
230490,1
367071,1
223497,1
484172,0
22486,1
339370,0
27579,0
50154,0
289040,1
53934,1
459767,0
206784,1
140842,1
430312,1
34552,0
204085,0
193476,0
307417,1
332465,1
237189,0
208730,1
80308,0
250539,1
16882,1
172478,0
208482,0
261299,0
33022,0
258711,1
228287,1
347297,1
196456,0
421451,0
366010,0
52280,1
316826,0
44256,1
37090,1
193282,0
478629,0
34203,0
116081,1
199415,0
265762,1
151226,0
351578,0
300460,1
73578,0
246049,0
70878,1
296738,1
449058,0
497855,1
408814,0
189612,1
320191,1
23040,1
116365,1
242794,1
220716,0
249459,0
107529,0
12428,0
219721,0
483660,0
470704,1
284482,0
402059,0
204206,1
212942,0
147335,0
329753,0
27554,1
110012,0
216933,1
275690,0
231230,1
371025,0
255551,1
207223,1
324314,0
364706,1
494987,0
252868,0
84404,1
285843,0
273071,1
151173,1
220598,1
153194,1
440284,0
41179,0
478052,0
122235,0
436282,0
462484,0
386561,1
67829,1
454119,1
234530,0
469998,0
319371,1
420871,1
51537,0
290712,0
280999,0
205768,0
419666,1
139961,1
311893,1
315087,1
314753,1
40392,0
451422,0
4417,1
126017,1
215348,1
153510,1
119298,1
256592,0
335413,1
484750,0
237919,0
161491,1
60006,0
298174,1
113071,0
45034,1
179511,0
294049,0
259958,0
255943,1
468540,0
136855,1
374187,1
316511,1
433925,0
193532,0
347904,0
92728,1
220088,1
474813,1
143883,0
276638,0
245411,0
175073,0
24688,1
203268,1
63053,1
506804,1
483133,0
188445,0
148123,1
90178,0
191437,0
313277,1
342651,1
321688,0
104959,0
64822,0
324341,0
25158,1
109633,1
314610,0
117042,0
65272,1
32455,1
70800,1
276228,1
166788,0
105351,1
147941,1
187459,0
212360,0
169537,0
148345,0
90820,0
19384,0
124642,1
337540,1
374998,1
19057,1
365322,0
41271,0
443957,0
449089,0
104375,0
290516,1
7692,0
374155,1
8986,1
234121,0
336264,1
206165,0
388905,0
417081,0
380583,0
191415,1
22797,1
394879,1
176537,0
278612,0
266280,1
96427,1
82284,1
334167,0
422397,1
22949,1
248141,0
150144,0
328577,0
289797,1
139209,0
241194,0
35096,0
58796,0
349072,0
462041,1
119846,0
451247,1
150358,0
370533,0
101060,0
55265,1
72499,1
188593,0
175038,1
46740,1
233808,1
33779,1
92251,1
167695,0
145999,1
329376,0
19029,0
172758,1
497411,1
97958,0
102938,0
65523,1
312639,0
180693,0
399935,0
361752,1
4787,1
316735,1
249063,0
293042,1
159220,1
484863,0
427058,1
320614,0
84262,0
357587,1
331098,1
52013,0
117816,0
508035,1
245869,1
189189,1
354297,1
469276,1
251913,1
408659,0
269395,0
218423,0
370009,1
147066,1
38124,1
71468,0
290266,1
212081,0
123699,0
171785,0
129031,0
282126,0
197239,1
226183,1
346117,1
47971,1
284604,0
365067,0
497713,1
317512,1
150,1
471498,1
168292,0
11907,1
40212,0
303033,1
209311,1
65282,1
433939,0
335933,1
166546,0
286765,0
36039,0
332211,1
477657,0
262058,0
226048,0
357042,0
88961,0
125689,0
233394,0
277733,0
368123,1
94132,1
110462,0
268757,1
235472,1
259893,0
195264,0
28454,0
130879,1
323737,1
324118,0
57004,0
224524,1
102671,1
487897,0
304567,0
171686,1
194320,1
292436,1
227896,1
361953,0
88979,1
254297,0
267662,1
104561,0
150609,0
383645,0
424119,1
184472,1
446673,0
491713,0
156834,0
275705,0
411000,0
492228,1
225649,1
161049,1
150080,1
312354,0
379733,0
77141,1
457565,1
289394,1
243486,0
151888,0
222742,1
219405,1
136646,1
151650,0
364179,0
467435,1
88416,0
249255,1
362060,0
280008,0
300868,0
297222,1
352146,0
203891,0
125378,0
141658,0
166189,0
349494,1
14146,1
41001,0
178126,1
376590,1
177556,1
322893,0
203656,1
207873,0
144181,1
352727,0
45931,1
114889,0
500387,1
188521,1
42754,1
505826,1
50976,1
10960,0
154335,1
336589,0
352287,0
468097,0
124706,0
331303,1
248827,0
330293,0
151919,1
83957,1
226881,0
68152,0
423586,1
13096,1
75014,0
252006,1
320385,1
251377,0
245272,0
360281,1
33429,1
158310,1
88905,1
170408,1
478779,0
242702,1
45304,0
344673,1
146779,1
499622,1
228122,0
239548,1
257129,0
353409,1
142683,1
399841,1
27760,0
131097,1
290645,0
352588,0
137394,1
241158,1
97668,1
1532,1
177292,0
282922,1
203978,1
125436,0
118274,1
355564,0
291785,1
371654,0
328234,1
26240,1
481772,1
326392,0
265526,0
110834,1
364142,1
299264,1
138123,1
468440,1
353046,0
81866,0
224496,0
224138,1
29032,1
154818,1
316862,1
23814,0
338299,1
340543,0
29311,1
347192,1
180533,0
353120,0
429757,1
307539,1
478866,0
180035,0
109365,1
126087,0
309736,0
215155,1
177347,1
285992,1
372248,0
60748,0
160728,1
198651,0
25739,1
483173,0
441558,0
295937,0
382523,1
315908,1
101084,0
152321,1
41820,1
127735,1
210932,0
505601,0
444727,0
119379,0
264693,1
144168,1
225583,0
493604,1
277699,0
305796,0
323979,0
495896,1
187094,0
388721,0
132630,0
20117,1
153388,0
376643,0
148764,1
38975,1
26312,0
119775,0
154738,1
321282,1
44243,1
186740,1
217027,0
213826,1
265010,1
231466,0
418854,1
202013,1
60642,1
126616,1
172338,1
157113,1
377622,0
224049,0
17692,1
7450,1
452770,0
190346,1
95841,0
470652,1
214493,1
398126,0
67658,1
37353,0
347723,0
339837,1
17876,0
286934,0
387769,1
29161,1
7091,0
254712,1
133854,1
341492,1
42535,0
328330,0
123161,1
201868,1
498026,1
52234,0
399957,0
281174,1
69459,0
54888,1
403212,0
69753,1
129700,1
147890,0
401826,0
240415,1
482400,1
501478,1
64197,0
245976,0
146871,1
120956,0
129755,1
170770,0
309966,1
250869,1
95792,1
62167,0
237166,0
370614,0
359947,1
343545,1
391608,1
45241,0
216452,0
366806,1
217754,1
79934,1
184492,1
436347,1
339707,1
245954,1
367590,0
139192,1
165377,1
375717,1
126290,0
34086,0
424450,1
282587,1
239361,0
234365,1
402552,1
430295,1
306530,1
284254,1
379293,1
370695,0
393045,0
335431,0
43324,1
475015,0
377304,1
397823,1
319581,1
437644,0
283461,1
361938,0
57220,0
365143,1
108214,1
149985,1
226520,0
84459,0
180969,0
447981,1
166850,0
87631,1
331230,0
10942,1
151943,0
225971,0
355797,1
149428,0
34688,0
106681,1
256862,0
279928,0
19015,0
30326,0
215484,0
49676,0
41115,1
388438,1
335065,1
414269,1
360032,0
437524,0
183028,0
482550,0
275114,0
103527,0
346233,0
115341,0
136459,0
159451,1
338206,1
315690,0
341442,1
367078,1
72512,0
274907,1
182768,0
481878,0
96671,1
87367,1
314560,1
341831,0
287992,1
298111,0
356007,0
24144,0
304619,1
458114,1
82309,1
381952,1
375502,0
323723,1
398564,1
32907,0
250125,1
442411,1
158009,1
202057,1
125887,0
117234,0
341163,0
79123,0
362683,0
222337,1
164371,1
288771,1
57171,0
153889,1
277493,1
282755,1
153625,0
267846,1
428498,0
145885,0
439986,0
88633,1
390524,1
306449,0
506764,0
202503,1
127059,0
51084,0
254599,1
362524,0
407662,0
57296,1
293675,0
305469,0
468339,0
254491,1
285363,0
58626,1
82945,1
419683,1
222538,0
1189,1
286682,0
151177,0
202936,1
484703,0
334672,1
421399,0
117283,0
188286,0
312935,0
226314,0
414850,1
441301,1
138340,1
37068,1
257119,1
254941,0
178074,0
324679,1
261714,1
318898,1
64070,1
308758,1
227377,0
8965,1
238228,1
220216,0
41793,1
321774,1
29377,0
315901,0
165870,0
75104,0
432227,1
106940,0
321381,0
219998,1
123560,0
129663,1
109142,1
333065,0
82030,0
138311,0
66417,0
230099,0
112608,0
379864,1
109398,0
302750,0
377358,1
265420,1
156052,1
109425,1
107384,0
79563,1
90869,0
332019,1
345138,0
449492,1
297741,1
108465,0
324238,0
358027,0
245093,0
84522,1
208743,1
347478,1
376034,0
310413,1
347362,0
369453,0
275711,0
440009,1
93552,0
227693,0
395210,0
83329,0
165503,0
139634,1
467718,0
140556,1
473175,1
400909,0
380839,1
368044,1
10666,0
273084,1
184226,1
414109,0
300576,0
130457,0
343734,0
416288,0
378732,0
156688,0
216825,1
243667,0
345876,1
90707,1
235856,0
391388,0
149352,1
50377,0
241115,0
66099,1
1291,1
162789,1
334037,0
357127,1
29695,1
249003,0
250418,0
106190,1
279762,0
131408,0
247282,1
199389,0
413280,0
493118,0
435688,1
78397,0
164825,0
68026,0
364009,1
475452,1
121248,0
182935,0
119001,1
346501,1
320528,0
62996,1
161085,1
8955,1
481569,0
320219,0
478945,0
336341,0
127355,1
357632,1
267591,1
315556,1
170133,0
234722,0
19200,0
92087,0
32471,0
83550,0
495064,1
368720,0
45183,1
92821,1
6886,0
255155,1
265834,0
232955,0
33327,0
150629,1
249346,0
61410,0
177110,1
101052,0
438677,1
161701,1
103298,0
209690,1
115366,0
300521,0
388816,1
455807,0
365958,1
369003,0
181579,0
311959,0
70288,0
496557,0
261397,1
422260,0
389858,1
469844,1
330118,0
10825,1
107617,1
178942,0
384041,1
260155,1
190003,1
331411,1
506208,1
94232,1
284414,0
176997,1
59369,1
207730,1
340723,1
220104,1
206427,0
180910,0
428404,0
265350,1
208986,1
491997,1
262995,0
162646,0
372117,0
289716,0
472948,1
358114,0
498476,1
221336,0
141543,1
417156,0
249510,0
334990,0
356998,0
441511,0
11664,0
253850,1
321035,1
327227,1
39900,1
62652,0
71752,1
151104,0
496820,0
377894,0
9138,1
490405,0
235556,0
426967,1
219294,1
285467,0
11961,0
436771,1
360842,1
117802,0
223206,1
340449,1
29950,1
64,0
500973,1
303197,1
324000,1
413672,1
149521,0
339636,1
76394,1
241334,0
129909,1
207426,0
55237,1
44031,0
103143,0
126145,0
501569,1
138267,1
367618,0
262230,1
215996,0
76257,1
146853,0
21029,1
190163,1
430284,1
372757,0
169827,0
309927,1
214917,0
246568,1
422754,0
185892,0
4059,1
246423,0
49338,0
210689,1
365712,0
252131,1
216599,1
245158,1
191034,1
183106,0
89652,0
208617,1
269739,0
415609,0
334769,1
160393,1
214287,0
299784,1
116101,1
124228,0
96396,0
189568,0
75197,1
157795,0
166108,0
382886,0
313518,1
212186,1
153413,1
28397,0
131346,1
300654,0
146603,0
351263,1
46209,0
3441,0
76902,1
108417,0
67631,0
272376,1
96925,0
807,0
270938,1
326296,1
465911,1
298211,1
9001,0
290719,0
458226,0
20095,1
468717,0
446858,1
18940,0
1637,1
373058,1
403158,0
121603,0
323934,0
281338,0
405728,0
196913,1
39753,0
229243,0
205915,0
15257,0
185447,1
254064,1
51308,1
247698,1
39703,1
268952,0
278926,1
141887,0
442662,0
75247,0
194842,0
45797,1
58152,1
269263,0
374140,0
376148,0
168331,0
349622,0
215237,0
243069,1
232790,0
12781,0
180619,0
130625,0
283416,1
384891,1
387665,1
284204,1
211982,0
188744,0
426301,1
139066,0
166523,0
102596,0
331404,0
276296,1
6069,1
8171,0
201860,1
353948,1
150427,0
402451,0
159646,0
312130,1
105506,1
304292,1
159357,1
238554,1
311483,1
192769,0
301490,1
206907,0
164697,0
479754,0
371245,0
413321,1
98088,0
280725,0
249878,0
102289,0
362840,0
337510,0
2472,0
494599,1
95014,0
142112,0
462790,0
462327,1
318128,0
90908,0
43451,1
150095,0
322404,0
340326,0
312597,0
389975,1
326479,0
24756,0
33122,1
37764,1
157366,0
94096,1
283170,0
265202,1
271668,0
200209,0
244131,0
64729,1
365599,0
211343,0
372688,1
350355,0
320562,1
124871,0
145103,1
296854,1
88642,1
289584,1
196178,0
214359,1
324342,0
158974,1
191146,0
379574,0
105137,0
85226,0
30450,0
303635,0
442601,1
13453,0
369204,1
411602,1
394853,1
32879,0
353903,0
67256,1
352974,0
418625,1
214180,0
295265,1
274409,1
116979,0
46334,0
366775,0
130118,0
290744,0
375484,0
119936,0
337912,1
460106,1
267105,1
196257,1
68694,1
337111,1
87675,0
421872,1
273144,0
24465,0
335243,1
113705,1
181143,1
154895,1
325993,1
150514,0
17589,0
326738,0
322227,1
236319,0
113824,1
374973,1
154949,0
246547,0
102353,1
244538,1
36929,0
287319,1
471440,1
133324,1
91036,0
166267,1
227854,0
206815,1
133190,0
180122,1
200305,0
482030,1
327690,1
348883,1
250907,0
399187,1
2149,1
255526,1
366447,0
365928,1
121595,1
2372,1
17925,0
26736,0
224988,1
333307,0
256952,1
229682,0
415183,1
96778,1
46384,1
275929,1
128036,1
113500,0
371705,0
504992,0
27678,0
431286,0
112233,1
326110,1
108807,0
293986,1
112019,1
84269,0
459528,1
155575,0
263479,1
28795,1
151565,1
89124,0
291053,1
334227,1
416046,0
293055,0
204015,1
299583,1
144095,1
475947,0
135578,0
258248,1
310621,0
229292,1
367426,1
282200,0
356157,0
172200,0
274635,1
315822,1
151977,1
216028,1
74666,1
276154,0
361635,1
113132,1
144685,1
380937,0
305029,1
80289,1
555,0
280398,0
134377,0
10520,0
246104,0
177411,0
187881,0
194552,1
148499,1
25579,1
8604,1
331678,1
132188,1
490829,1
4634,0
332800,1
98430,1
310403,1
93010,1
21301,1
166171,1
115198,0
500132,0
47359,1
112210,0
287196,1
61770,0
448670,1
492668,0
379186,0
282558,1
79685,1
30646,0
405247,0
49521,1
286658,1
335466,1
162169,0
261026,0
278038,1
454154,1
263573,0
54894,0
124271,1
347094,0
100862,1
207207,0
34952,1
439113,0
259124,0
20033,0
416166,0
480800,1
210707,0
235513,0
253300,1
482340,0
351181,1
471740,0
344492,0
202524,1
268599,0
160312,0
275739,1
35299,1
132818,1
247079,0
206328,0
214265,0
291111,0
437830,0
387601,1
62043,0
498434,0
206288,1
129485,1
169385,1
153267,0
346157,1
469204,0
53942,0
457074,0
226475,1
315602,0
250340,0
442620,1
304177,0
490380,1
429264,1
412497,1
395672,1
210227,0
236626,0
371292,0
43800,0
434970,1
451307,0
259504,1
472924,1
297621,1
54875,1
281035,0
86372,0
223661,1
228543,0
491635,0
1415,0
498880,0
426875,0
281781,0
65204,1
85097,1
1099,1
178868,0
182950,0
119885,1
455515,0
468005,1
137433,1
198414,1
131213,1
175167,1
346091,0
117487,1
240239,1
134016,1
243632,1
343274,0
384734,1
343839,1
356549,1
421898,1
381202,0
232617,1
252181,0
409491,1
367745,0
226180,0
385448,0
75105,0
353381,1
356786,0
451066,0
220740,1
284320,0
57631,0
347397,0
32506,1
157416,1
324056,0
373777,1
99451,0
491150,0
284745,0
327621,0
365380,0
17708,1
69222,1
501539,1
362889,1
137399,1
279773,1
125888,1
202393,0
468441,1
504387,1
328754,1
9952,1
31109,0
434331,0
40587,1
133478,1
287074,1
274035,0
337084,0
244516,0
53968,0
242780,0
415216,0
133518,0
146561,0
110546,1
326652,1
197913,0
143920,0
243683,1
244162,0
198989,1
221257,1
296257,0
407210,1
201426,1
318456,1
394286,0
223936,1
315471,1
203019,1
274910,0
395709,1
26215,1
455450,1
503199,0
474182,1
11112,0
438481,1
243073,0
220495,0
17704,1
53611,0
361703,1
119795,0
46844,0
303426,1
313131,1
317023,1
223817,0
317909,1
321870,1
456470,1
112012,1
382862,0
166728,1
111688,1
433797,0
187556,1
436485,0
280681,0
472387,1
235727,1
186911,0
142816,1
363132,1
152050,0
51075,0
367820,0
302782,1
471460,1
95968,0
182504,0
123114,1
200812,1
37588,1
233739,0
39177,1
216924,1
306533,1
204380,0
203551,1
103650,0
16503,1
198134,0
383917,0
153408,1
98839,1
56650,1
75172,1
202849,1
32690,0
59618,0
65804,1
293783,0
265790,0
249490,1
420012,0
29814,0
88689,0
393937,1
185302,1
239409,0
6050,1
33999,0
193536,1
69936,1
57002,1
435727,1
201450,1
185076,0
356511,0
338392,0
51331,0
159389,0
75002,0
85008,0
327849,0
7727,0
171418,0
263700,1
20658,1
495558,1
39570,1
75954,1
507955,1
414191,1
185460,1
426783,1
130926,1
336465,0
285959,1
199955,1
147036,1
44213,0
139397,0
210480,1
111910,1
272996,1
46028,1
252621,0
11473,0
418895,1
195429,1
448248,0
239555,0
164579,0
31747,1
172252,0
323294,0
270104,1
429750,0
215352,1
158584,1
349400,1
315525,0
134946,0
163159,1
354143,0
165431,0
94166,0
340398,1
502618,1
85211,1
331664,1
51418,1
280381,0
6853,1
478662,1
351695,0
363871,1
26463,1
194441,1
3604,1
213533,1
454851,1
272487,0
420424,0
207098,1
115480,0
171361,1
275942,0
263468,0
263562,0
308765,0
235940,1
51170,0
74543,0
5382,0
186408,0
489074,0
118775,1
50928,1
148004,1
496331,0
46444,0
96097,1
366282,1
316848,1
284318,1
68946,1
121692,0
258012,1
12965,1
220429,0
463005,0
127826,1
298248,1
357073,0
289714,1
309154,1
35370,0
273574,0
184462,1
477154,0
118054,0
275806,0
419306,1
94350,0
450835,1
