ID,Y
2094,0
2096,0
2098,0
2099,0
2101,0
2102,0
2104,0
2107,0
2112,0
2113,0
2121,1
2126,1
2132,0
2136,0
2137,0
2138,0
2142,0
2143,0
2145,0
2153,0
2163,0
2167,0
2170,0
2173,0
2175,0
2176,0
2178,1
2183,0
2190,0
2191,0
2197,0
2198,0
2201,0
2204,0
2205,0
2211,0
2212,0
2214,0
2218,0
2219,1
2224,1
2226,0
2229,0
2233,0
2234,0
2236,1
2237,0
2241,1
2242,0
2246,0
2251,0
2252,0
2253,0
2260,0
2262,0
2264,0
2269,0
2270,0
2274,0
2276,0
2285,0
2289,0
2290,0
2296,0
2297,0
2304,0
2308,0
2309,0
2310,0
2313,0
2314,0
2318,0
2319,0
2325,0
2328,0
2332,0
2340,0
2345,0
2346,0
2348,0
2349,0
2350,0
2357,0
2364,0
2366,0
2368,0
2377,0
2380,0
2382,0
2383,1
2384,0
2387,0
2390,0
2391,0
2392,0
2393,0
2395,0
2401,0
2402,0
2403,0
2404,0
2407,0
2411,0
2413,0
2415,0
2416,0
2417,0
2420,0
2421,0
2427,0
2428,0
2430,0
2433,0
2434,0
2436,0
2440,0
2443,0
2444,0
2446,0
2447,1
2454,0
2457,1
2460,0
2463,0
2465,0
2470,0
2471,0
2486,0
2490,0
2492,0
2493,0
2494,0
2512,0
2513,0
2516,0
2517,0
2529,0
2539,0
2543,0
2544,0
2546,0
2550,0
2560,0
2562,0
2564,0
2567,0
2568,0
2569,0
2576,0
2580,0
2585,0
2587,0
2592,0
2594,0
2595,0
2601,0
2603,0
2613,0
2618,0
2620,0
2629,0
2630,0
2643,0
2646,0
2647,0
2654,0
2655,0
2658,0
2671,0
2675,0
2677,0
2678,0
2682,0
2684,0
2686,0
2689,0
2694,0
2705,0
2706,0
2708,0
2710,0
2716,0
2717,0
2719,0
2723,0
2725,0
2730,0
2731,0
2732,0
2739,0
2741,0
2748,0
2752,0
2753,0
2754,0
2759,0
2761,0
2762,0
2765,0
2768,0
2772,1
2773,0
2781,0
2782,0
2786,0
2789,0
2793,0
2809,1
2811,0
2812,1
2814,0
2817,1
2825,1
2828,1
2833,1
2834,0
2838,1
2843,1
2845,1
2847,1
2854,0
2861,0
2866,0
2868,1
2869,1
2871,0
2872,0
2875,0
2878,0
2882,0
2883,0
2884,0
2886,0
2890,0
2893,0
2896,0
2897,1
2904,0
2907,0
2910,0
2917,1
2921,0
2922,0
2923,0
2924,0
2925,0
2928,0
2929,0
2934,0
2949,0
2950,1
2955,0
2962,0
2963,0
2964,1
2965,0
2968,0
2973,0
2976,0
2977,0
2978,0
2983,1
2984,0
2988,0
2989,0
2995,0
3001,0
3007,0
3011,0
3016,0
3022,0
3037,0
3045,0
3051,0
3054,0
3059,0
3061,0
3062,0
3064,0
3069,0
3075,0
3085,0
3086,0
3087,0
3092,0
3095,0
3100,0
3101,0
3104,0
3105,0
3110,0
3111,0
3112,0
3113,0
3116,0
3119,0
3135,0
3138,0
3141,0
3145,0
3152,0
3154,0
3161,0
3163,0
3165,0
3167,0
3169,0
3176,0
3178,0
3179,0
3182,0
3186,0
3189,0
3190,0
3192,0
3194,0
3195,0
3197,0
3199,0
3201,0
3209,0
3214,0
3217,0
3218,0
3219,0
3220,0
3227,1
3229,0
3232,0
3238,0
3239,0
3240,0
3241,0
3242,0
3244,0
3261,0
3262,0
3268,0
3269,0
3270,0
3271,0
3272,0
3276,0
3278,0
3281,0
3282,0
3287,0
3288,0
3290,0
3294,0
3295,0
3297,0
3299,0
3301,0
3307,0
3310,0
3315,0
3316,0
3319,0
3331,0
3332,0
3338,0
3341,0
3344,0
3346,0
3348,0
3352,0
3353,0
3354,0
3357,0
3361,0
3362,0
3363,0
3364,0
3365,0
3370,0
3372,0
3375,0
3378,0
3379,0
3383,0
3384,0
3388,0
3389,0
3391,0
3392,0
3393,0
3395,0
3396,0
3401,0
3402,0
3405,0
3407,0
3415,0
3417,0
3420,0
3425,0
3428,0
3431,0
3434,0
3437,0
3439,0
3452,0
3458,0
3470,0
3472,0
3473,0
3475,0
3484,0
3485,0
3486,0
3488,0
3489,0
3499,0
3500,0
3505,1
3508,0
3509,0
3510,1
3514,0
3517,0
3524,0
3526,0
3531,0
3533,0
3534,0
3537,0
3539,0
3540,0
3541,0
3543,0
3548,0
3553,0
3556,0
3557,0
3558,0
3559,0
3562,0
3565,0
3566,0
3567,0
3569,0
3571,0
3575,0
3576,0
3579,0
3584,0
3585,0
3589,0
3594,0
3596,0
3602,0
3604,0
3605,0
3608,0
3609,0
3610,0
3612,0
3614,0
3615,0
3619,0
3620,0
3624,0
3626,0
3628,1
3631,0
3632,0
3636,0
3644,0
3648,0
3653,0
3654,0
3657,0
3658,1
3659,0
3665,1
3677,0
3683,0
3684,0
3686,0
3687,0
3688,0
3690,0
3693,0
3694,0
3696,0
3698,0
3705,0
3708,0
3711,0
3712,0
3715,0
3719,0
3726,0
3730,0
3739,1
3742,1
3743,0
3746,1
3747,0
3755,0
3757,0
3765,0
3768,1
3773,1
3775,0
3777,1
3778,1
3780,1
3784,1
3789,0
3795,0
3796,0
3797,0
3804,0
3812,1
3819,0
3823,0
3826,0
3831,0
3832,0
3835,0
3842,0
3846,0
3848,0
3849,0
3851,0
3857,0
3862,0
3864,0
3868,0
3871,0
3872,0
3873,0
3874,0
3875,0
3880,0
3882,0
3883,0
3885,0
3886,0
3895,0
3896,0
3898,0
3899,0
3901,0
3902,0
3903,0
3904,0
3918,0
3919,0
3922,0
3923,0
3925,0
3927,0
3928,0
3929,0
3930,0
3935,0
3937,0
3942,0
3954,0
3957,0
3961,0
3966,0
3970,0
3974,0
3980,0
3982,0
3984,0
3985,0
3986,0
3988,0
3993,0
3994,0
3995,0
4000,0
4003,0
4007,0
4009,0
4011,0
4014,0
4017,0
4020,0
4022,0
4024,0
4031,0
4033,0
4035,0
4036,0
4058,0
4063,0
4073,0
4076,0
4080,0
4082,0
4083,0
4090,0
4091,0
4100,0
4105,0
4112,0
4120,0
4125,1
4130,0
4131,0
4133,0
4138,0
4149,0
4152,0
4153,0
4159,0
4161,0
4166,0
4167,0
4171,0
4176,0
4178,0
4179,0
4181,0
4185,0
4188,0
4189,0
4194,0
4195,0
4200,0
4207,0
4213,0
4222,0
4223,0
4225,0
4229,0
4231,0
4233,0
4235,0
4240,0
4242,0
4246,0
4252,0
4253,0
4257,0
4258,0
4263,0
4271,0
4274,0
4276,0
4277,0
4279,0
4283,0
4288,0
4289,0
4292,0
4294,0
4296,0
4298,0
4302,0
4303,0
4304,0
4305,0
4309,0
4310,0
4313,0
4315,0
4317,0
4318,0
4321,0
4324,0
4326,1
4327,0
4333,0
4335,1
4337,0
4338,1
4339,0
4350,1
4352,0
4353,0
4355,0
4356,0
4359,1
4360,0
4361,1
4364,0
4366,1
4368,1
4371,1
4373,1
4375,1
4376,0
4378,0
4379,0
4383,0
4385,0
4387,0
4389,0
4394,0
4404,0
4406,0
4408,0
4409,0
4410,0
4412,0
4415,0
4418,0
4419,1
4421,1
4430,0
4432,0
4433,0
4437,0
4438,0
4445,0
4451,0
4453,0
4454,1
4458,0
4461,0
4469,1
4470,1
4472,1
4474,0
4475,1
4478,0
4479,0
4481,1
4483,0
4486,0
4488,0
4489,0
4498,0
4502,0
4503,0
4504,0
4506,0
4507,0
4509,0
4515,0
4517,1
4519,1
4521,0
4524,1
4534,0
4537,0
4540,0
4546,0
4547,0
4548,0
4549,0
4550,0
4554,0
4555,0
4559,1
4562,0
4563,0
4566,0
4574,1
4578,0
4579,0
4580,1
4581,1
4585,1
4589,0
4593,0
4594,1
4595,1
4596,1
4597,0
4598,1
4606,1
4608,0
4611,0
4615,0
4617,0
4620,1
4621,0
4624,1
4628,1
4631,0
4633,0
4637,0
4647,1
4649,0
4659,0
4664,1
4666,0
4670,1
4672,1
4675,1
4676,0
4692,1
4697,1
4701,1
4702,1
4703,1
4708,0
4728,0
4730,0
4733,0
4735,0
4739,0
4740,1
4753,0
4755,1
4759,1
4761,1
4763,1
4765,1
4768,1
4773,1
4778,0
4781,1
4782,1
4790,1
4793,1
4796,0
4798,0
4802,0
4803,1
4807,0
4815,0
4817,1
4818,1
4819,1
4820,1
4827,0
4829,0
4830,0
4833,0
4838,0
4839,0
4841,0
4844,1
4852,0
4859,1
4860,1
4861,0
4864,1
4867,0
4870,0
4874,1
4875,1
4880,1
4884,1
4885,0
4888,0
4900,1
4906,1
4908,0
4909,1
4912,1
4914,1
4915,1
4916,0
4924,0
4927,0
4928,0
4930,0
4933,1
4934,0
4944,1
4945,1
4950,0
4952,0
4958,0
4962,0
4966,0
4967,0
4968,0
4971,1
4973,0
4974,0
4976,1
4980,1
4992,1
4996,1
4999,0
5003,0
5006,1
5008,1
5011,1
5015,1
5018,1
5024,1
5029,0
5030,1
5032,0
5033,1
5047,1
5048,0
5062,1
5064,0
5065,0
5080,0
5085,0
5088,0
5092,0
5098,0
5102,1
5110,0
5112,1
5117,1
5120,0
5121,0
5137,1
5140,0
5143,1
5152,0
5163,1
5171,0
5173,0
5179,1
5181,1
5185,0
5192,1
5193,1
5199,0
5200,1
5202,1
5208,0
5209,1
5216,0
5217,0
5218,1
5225,0
5229,0
5235,1
5239,1
5241,1
5243,1
5245,0
5248,0
5250,0
5252,0
5253,0
5256,1
5262,1
5263,1
5264,1
5265,0
5272,1
5274,1
5277,1
5280,1
5294,0
5295,0
5296,0
5297,0
5304,1
5309,0
5312,0
5315,0
5319,0
5321,1
5322,0
5329,1
5332,1
5334,1
5335,1
5336,1
5339,1
5341,1
5350,1
5352,1
5354,1
5355,0
5360,0
5365,1
5370,0
5371,0
5373,1
5374,1
5375,1
5377,0
5385,0
5386,0
5387,1
5388,1
5401,1
5403,1
5414,1
5417,1
5418,0
5419,0
5423,0
5424,0
5426,0
5433,1
5436,1
5438,1
5446,1
5450,0
5454,1
5457,1
5459,0
5462,0
5463,0
5465,0
5467,0
5480,0
5481,1
5483,1
5484,0
5486,1
5489,0
5492,0
5498,1
5504,0
5506,0
5508,0
5517,0
5523,0
5526,0
5530,1
5540,1
5541,1
5542,0
5543,0
5548,0
5554,0
5557,0
5561,1
5568,1
5573,0
5574,1
5575,0
5576,0
5577,1
5580,1
5582,1
5585,1
5590,1
5591,1
5592,0
5597,1
5599,1
5600,1
5605,1
5607,0
5609,1
5612,1
5614,0
5617,0
5618,1
5620,1
5625,0
5630,0
5632,0
5639,1
5640,0
5650,0
5653,0
5659,1
5662,0
5665,0
5669,0
5670,0
5680,0
5686,1
5689,1
5692,1
5693,1
5694,1
5699,0
5704,1
5705,1
5715,1
5717,0
5719,0
5723,1
5727,0
5729,0
5734,0
5738,0
5741,0
5746,1
5752,0
5754,0
5757,0
5763,0
5766,1
5775,0
5777,1
5778,1
5782,1
5785,1
5788,0
5796,0
5801,1
5802,1
5803,1
5810,1
5812,1
5813,1
5815,1
5818,1
5819,1
5822,0
5823,1
5834,1
5836,1
5838,1
5842,1
5843,0
5847,1
5848,1
5857,1
5858,1
5862,0
5864,1
5865,0
5866,1
5867,1
5874,0
5878,0
5882,0
5887,0
5888,1
5892,1
5895,0
5898,1
5902,1
5906,1
5912,1
5915,1
5916,1
5917,1
5926,0
5931,1
5936,1
5939,0
5940,1
5941,1
5948,1
5949,1
5953,0
5960,1
5961,1
5966,1
5967,1
5971,0
5973,1
5980,0
5982,0
5986,0
5990,0
6002,1
6006,1
6007,0
6014,1
6016,0
6017,0
6018,0
6020,1
6028,1
6032,1
6034,1
6036,1
6039,1
6042,1
6048,0
6050,0
6051,1
6052,1
6053,1
6055,0
6057,0
6058,1
6065,1
6067,1
6073,1
6075,0
6076,0
6079,0
6083,0
6092,0
6094,0
6095,0
6101,0
6103,0
6106,0
6107,0
6108,0
6111,0
6112,0
6118,0
6123,0
6124,0
6125,0
6128,0
6131,0
6139,0
6141,0
6142,1
6145,0
6149,1
6154,0
6157,1
6158,0
6159,0
6160,0
6163,1
6167,0
6169,0
6171,0
6176,0
6177,0
6180,1
6181,0
6185,0
6186,0
6189,0
6190,1
6193,0
6197,0
6198,0
6200,0
6201,0
6204,0
6205,1
6215,1
6218,0
6219,0
6225,0
6231,0
6233,0
6236,1
6238,1
6240,0
6243,0
6248,0
6249,0
6251,0
6253,0
6257,0
6259,0
6265,0
6270,0
6275,1
6276,1
6279,1
6283,1
6289,1
6291,0
6292,1
6296,1
6300,0
6301,0
6302,0
6304,1
6306,1
6307,1
6313,1
6314,1
6315,0
6317,0
6319,0
6322,1
6330,0
6334,1
6336,0
6338,1
6343,1
6346,0
6348,0
6349,0
6352,0
6354,1
6360,1
6361,0
6362,0
6363,0
6365,0
6367,1
6369,0
6371,1
6372,0
6374,1
6375,0
6386,1
6387,0
6388,0
6394,1
6399,0
6401,0
6402,0
6407,1
6414,1
6417,0
6419,1
6422,1
6423,1
6425,1
6431,0
6435,1
6440,1
6448,1
6452,1
6453,1
6458,1
6459,0
6461,1
6463,1
6466,1
6470,1
6471,0
6473,1
6475,1
6476,1
6477,0
6479,1
6492,1
6493,0
6494,1
6496,0
6497,0
6499,0
6500,0
6505,1
6506,0
6507,0
6513,1
6516,0
6521,1
6526,1
6527,1
6535,0
6537,1
6542,1
6544,1
6546,1
6547,0
6549,0
6554,0
6555,0
6558,1
6560,1
6562,1
6563,1
6565,1
6570,1
6572,1
6573,1
6575,0
6576,1
6578,1
6581,1
6583,1
6584,0
6585,0
6588,1
6597,1
6599,1
6606,1
6607,1
6611,1
6613,1
6614,0
6618,0
6620,1
6623,1
6626,1
6636,1
6637,1
6640,1
6646,1
6649,1
6658,1
6668,1
6669,1
6670,1
6672,0
6673,1
6682,1
6688,0
6691,1
6692,1
6701,0
6702,1
6704,0
6705,0
6706,1
6720,1
6721,1
6722,1
6723,0
6727,1
6731,0
6737,0
6739,0
6742,0
6747,0
6748,0
6757,0
6761,1
6768,0
6769,0
6773,0
6776,0
6778,0
6780,0
6784,0
6790,0
6801,0
6802,0
6805,0
6808,0
6809,1
6815,0
6817,0
6822,0
6827,0
6837,0
6838,0
6840,0
6842,0
6844,0
6846,0
6847,0
6854,0
6857,0
6859,0
6861,0
6862,0
6865,0
6867,0
6869,0
6873,0
6876,0
6878,0
6883,0
6888,0
6892,0
6894,0
6898,0
6899,0
6900,0
6901,0
6909,0
6912,0
6916,0
6922,0
6923,0
6924,1
6927,1
6938,1
6941,0
6949,0
6951,0
6956,0
6957,0
6959,0
6963,0
6964,0
6967,0
6974,1
6979,1
6986,0
6990,1
6992,1
6993,1
6994,1
6996,1
6999,0
7003,0
7012,1
7020,1
7031,1
7032,1
7033,1
7034,1
7036,1
7038,0
7039,1
7042,0
7045,1
7053,1
7067,0
7072,0
7073,1
7074,1
7079,1
7084,0
7085,1
7089,0
7090,0
7092,1
7095,1
7097,0
7099,1
7100,0
7102,1
7103,0
7105,0
7108,0
7109,1
7110,1
7113,0
7123,1
7125,1
7136,0
7137,1
7138,1
7146,1
7147,1
7148,1
7149,1
7152,1
7161,1
7162,0
7175,1
7176,1
7179,0
7183,1
7188,1
7192,1
7195,1
7199,1
7205,1
7206,1
7208,0
7212,1
7213,1
7216,0
7217,1
7218,0
7222,0
7224,1
7227,1
7228,1
7229,1
7233,0
7235,1
7241,1
7243,1
7249,0
7259,1
7262,1
7264,1
7265,1
7272,0
7273,1
7274,1
7279,1
7284,1
7286,1
7287,1
7291,1
7292,0
7293,1
7294,1
7300,1
7304,1
7306,1
7309,1
7312,1
7313,1
7317,1
7323,1
7325,1
7326,1
7339,1
7341,1
7343,1
7348,1
7353,1
7357,1
7360,1
7371,1
7373,1
7377,1
7380,1
7383,1
7386,1
7389,1
7394,0
7397,1
7398,1
7399,1
7405,1
7407,1
7409,1
7410,0
7412,1
7413,1
7416,0
7418,1
7422,1
7429,1
7439,1
7440,1
7446,1
7449,1
7450,1
7456,1
7458,1
7460,1
7468,1
7470,1
7471,1
7481,1
7487,1
7489,1
7490,0
7492,1
7495,1
7498,1
7499,1
7500,1
7502,1
7503,1
7504,1
7505,1
7508,1
7513,1
7515,1
7517,1
7521,1
7523,1
7529,0
7533,1
7546,1
7552,1
7553,1
7554,1
7557,1
7559,1
7560,1
7562,1
7563,1
7566,1
7567,1
7572,1
7582,1
7584,1
7585,1
7588,1
7593,1
7597,1
7602,1
7605,0
7608,0
7612,0
7613,1
7616,1
7617,1
7618,0
7619,1
7620,1
7622,1
7624,1
7634,1
7635,1
7637,1
7647,1
7649,1
7654,1
7655,1
7662,1
7665,1
7670,1
7672,1
7677,1
7678,1
7685,1
7687,1
7692,1
7695,1
7699,1
7700,1
7707,1
7709,1
7710,1
7711,1
7713,1
7721,1
7725,1
7726,1
7727,1
7729,1
7738,1
7739,1
7747,1
7748,1
7749,1
7756,0
7757,1
7759,1
7763,1
7767,0
7768,1
7769,1
7771,1
7772,1
7774,1
7776,0
7778,1
7782,1
7784,0
7788,1
7789,1
7790,1
7794,1
7795,1
7797,1
7801,1
7804,1
7808,1
7809,1
7810,1
7811,1
7812,1
7815,1
7816,1
7819,1
7820,1
7821,1
7827,1
7829,1
7839,1
7841,1
7848,1
7849,1
7850,1
7851,1
7853,1
7855,1
7858,1
7860,1
7862,1
7863,1
7864,1
7867,1
7870,1
7871,1
7874,1
7875,1
7876,1
7877,1
7878,1
7884,1
7885,1
7886,1
7894,1
7897,1
7902,1
7903,1
7904,1
7911,1
7913,0
7919,1
7921,1
7924,1
7927,1
7928,1
7939,1
7953,1
7957,1
7959,1
7962,0
7967,1
7969,1
7970,1
7972,1
7976,1
7982,1
7985,1
7991,1
7993,1
7994,1
7995,1
8001,1
8002,1
8006,1
8009,1
8013,0
8016,1
8017,1
8019,1
8022,1
8024,1
8025,1
8026,1
8028,1
8032,1
8034,1
8038,1
8043,1
8044,1
8045,1
8049,1
8050,1
8055,1
8056,1
8059,1
8060,1
8062,1
8063,1
8064,1
8065,1
8066,1
8067,1
8069,1
8076,1
8077,1
8083,0
8084,1
8088,1
8089,1
8097,1
8099,1
8103,1
8104,1
8110,1
8112,1
8113,1
8116,1
8120,1
8124,1
8128,1
8130,1
8132,1
8133,0
8135,1
8137,1
8138,1
8149,0
8152,1
8153,1
8155,0
8156,1
8158,1
8159,1
8162,1
8163,1
8164,1
8168,1
8171,1
8175,1
8176,1
8177,0
8178,1
8180,0
8182,1
8187,1
8191,1
8195,1
8199,1
8201,1
8202,1
8205,1
8213,1
8217,1
8221,1
8222,1
8225,1
8229,1
8230,1
8231,1
8233,1
8236,1
8241,1
8249,1
8251,1
8253,1
8255,1
8256,1
8257,1
8258,1
8271,1
8275,1
8276,1
8278,0
8283,1
8287,1
8290,1
8300,1
8306,0
8308,1
8309,1
8311,1
8313,1
8314,0
8320,1
8321,0
8322,1
8327,1
8331,0
8336,1
8339,1
8351,1
8355,1
8356,1
8361,1
8362,1
8366,1
8371,1
8375,1
8381,1
8382,1
8386,1
8394,1
8401,1
8404,0
8408,1
8410,1
8411,0
8413,1
8415,1
8423,1
8427,1
8430,1
8432,1
8438,1
8439,1
8441,1
8448,1
8453,1
8458,1
8460,1
8461,1
8465,1
8466,1
8467,1
8468,1
8472,1
8480,1
8485,1
8488,1
8493,0
8494,0
8497,1
8500,1
8505,1
8506,1
8510,1
8511,1
8515,1
8516,1
8518,1
8519,1
8521,1
8527,1
8530,1
8534,1
8541,1
8543,1
8544,1
8547,1
8548,1
8550,1
8552,1
8553,1
8556,0
8557,1
8560,1
8572,1
8575,1
8577,1
8584,1
8587,1
8590,0
8595,1
8597,1
8602,1
8605,1
8608,0
8614,1
8616,1
8622,1
8623,1
8625,1
8628,1
8629,0
8632,1
8634,1
8638,1
8644,1
8647,1
8648,1
8653,1
8654,1
8656,1
8659,0
8662,0
8664,1
8678,1
8684,0
8685,1
8687,0
8689,0
8693,1
8698,0
8699,1
8705,0
8706,0
8708,0
8709,0
8711,1
8713,1
8718,0
8724,0
8727,1
8728,0
8732,1
8735,0
8737,1
8738,0
8740,0
8741,1
8743,0
8746,0
8747,1
8754,1
8756,1
8760,0
8763,0
8765,1
8770,0
8775,1
8781,1
8785,0
8790,0
8791,0
8793,0
8794,0
8795,0
8798,0
8799,1
8801,0
8808,1
8812,1
8815,0
8819,0
8821,0
8824,1
8827,1
8833,1
8835,1
8836,1
8837,1
8840,0
8841,0
8843,1
8845,0
8846,1
8848,1
8849,0
8856,0
8858,0
8861,0
8862,0
8863,1
8869,1
8872,1
8873,0
8875,0
8881,0
8888,0
8891,0
8895,0
8896,0
8898,0
8899,1
8903,0
8908,0
8909,0
8912,0
8914,0
8916,1
8918,0
8920,1
8923,0
8929,1
8931,1
8934,1
8936,1
8940,1
8944,1
8945,1
8946,1
8947,1
8950,1
8952,1
8957,1
8958,1
8962,1
8965,1
8967,1
8969,1
8971,1
8972,1
8973,1
8974,1
8975,1
8976,1
8977,1
8979,1
8980,1
8981,1
8982,1
8988,1
8989,1
8990,1
8997,1
9002,1
9003,1
9007,1
9008,1
9011,1
9012,1
9015,1
9016,1
9017,1
9018,1
9019,1
9027,1
9028,1
9031,0
9032,0
9033,0
9045,1
9047,1
9049,0
9058,1
9060,1
9062,1
9064,1
9081,0
9082,0
9084,0
9087,1
9091,0
9094,1
9099,1
9103,1
9106,1
9109,0
9111,1
9112,1
9116,0
9117,1
9118,0
9136,1
9139,1
9141,0
9142,0
9146,1
9148,0
9150,1
9153,1
9154,0
9155,1
9157,0
9160,0
9167,1
9174,1
9177,1
9178,1
9179,1
9184,1
9188,1
9190,1
9198,1
9211,1
9219,0
9221,1
9227,1
9234,1
9240,1
9241,0
9246,1
9247,1
9250,1
9259,1
9266,1
9267,1
9268,1
9269,1
9273,1
9275,1
9280,1
9281,1
9284,1
9287,1
9288,1
9290,1
9291,1
9297,1
9300,0
9302,1
9303,0
9304,1
9312,1
9313,1
9320,1
9321,1
9323,1
9327,1
9330,1
9331,1
9333,1
9337,1
9338,1
9340,0
9348,1
9349,1
9351,0
9352,1
9354,1
9356,1
9359,1
9360,1
9362,1
9363,1
9366,1
9368,1
9370,1
9372,0
9375,1
9377,1
9381,1
9382,1
9389,0
9394,1
9396,0
9397,1
9401,0
9408,1
9413,1
9416,1
9417,1
9419,1
9420,1
9422,0
